05/01/2018 12:12:23 [Program starts.]
05/01/2018 12:12:23 [Arg used:][{'log_root': '/home/andre/Documents/DL_p2/logs/'}, {'hidden_units': 20}, {'init_type': 'uniform'}, {'normalize_data': True}, {'remove_DC_level': True}, {'depth': 1}, {'epoch_number': 400}, {'criterion': 'CrossEntropy'}, {'optimizer': 'Adadelta'}, {'last_ms': 100}]
05/01/2018 12:12:24 Training loss 0.402085 - iteration 0/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.042896 - iteration 704/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.036544 - iteration 705/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.678354 - iteration 706/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.057429 - iteration 707/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.604034 - iteration 708/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.074097 - iteration 709/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.066303 - iteration 710/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.575950 - iteration 711/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.081591 - iteration 712/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.532327 - iteration 713/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.094902 - iteration 714/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.498657 - iteration 715/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.106936 - iteration 716/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.098236 - iteration 717/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.089916 - iteration 718/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.081706 - iteration 719/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.073566 - iteration 720/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.065681 - iteration 721/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.575946 - iteration 722/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.081443 - iteration 723/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.073465 - iteration 724/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.065692 - iteration 725/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.058167 - iteration 726/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.050830 - iteration 727/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.044237 - iteration 728/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.038146 - iteration 729/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.032629 - iteration 730/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.027862 - iteration 731/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023835 - iteration 732/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.020303 - iteration 733/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017474 - iteration 734/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.015160 - iteration 735/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.013217 - iteration 736/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011730 - iteration 737/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010463 - iteration 738/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009496 - iteration 739/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008695 - iteration 740/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008014 - iteration 741/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007447 - iteration 742/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006987 - iteration 743/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006575 - iteration 744/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006216 - iteration 745/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.888734 - iteration 746/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.701187 - iteration 747/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.055821 - iteration 748/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.629160 - iteration 749/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.071615 - iteration 750/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.061772 - iteration 751/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.052663 - iteration 752/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.044935 - iteration 753/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.651112 - iteration 754/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.063222 - iteration 755/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.055218 - iteration 756/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.047673 - iteration 757/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.040951 - iteration 758/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.034936 - iteration 759/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.029589 - iteration 760/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.025082 - iteration 761/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.730346 - iteration 762/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.046980 - iteration 763/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.639046 - iteration 764/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.064940 - iteration 765/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.057366 - iteration 766/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.050165 - iteration 767/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.043672 - iteration 768/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.037537 - iteration 769/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.032135 - iteration 770/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.027444 - iteration 771/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023337 - iteration 772/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.019943 - iteration 773/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017142 - iteration 774/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.014766 - iteration 775/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.012898 - iteration 776/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011416 - iteration 777/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010161 - iteration 778/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009184 - iteration 779/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008399 - iteration 780/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007744 - iteration 781/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007184 - iteration 782/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006724 - iteration 783/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006327 - iteration 784/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.005986 - iteration 785/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.005685 - iteration 786/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.893473 - iteration 787/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.026720 - iteration 788/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021184 - iteration 789/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.756189 - iteration 790/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.045171 - iteration 791/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.036871 - iteration 792/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.030072 - iteration 793/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.024537 - iteration 794/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.020111 - iteration 795/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.016561 - iteration 796/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.013760 - iteration 797/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011645 - iteration 798/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010051 - iteration 799/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008764 - iteration 800/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.842899 - iteration 801/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.682619 - iteration 802/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.058563 - iteration 803/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.049303 - iteration 804/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.041439 - iteration 805/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.034652 - iteration 806/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.028795 - iteration 807/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.714018 - iteration 808/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.049844 - iteration 809/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.042668 - iteration 810/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.657483 - iteration 811/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.575992 - iteration 812/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.081235 - iteration 813/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.073609 - iteration 814/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.065961 - iteration 815/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.058377 - iteration 816/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.051520 - iteration 817/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.044965 - iteration 818/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.039018 - iteration 819/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.033622 - iteration 820/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.028730 - iteration 821/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.024569 - iteration 822/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021155 - iteration 823/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.018103 - iteration 824/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.771044 - iteration 825/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.039745 - iteration 826/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.033919 - iteration 827/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.028988 - iteration 828/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.024734 - iteration 829/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021070 - iteration 830/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017914 - iteration 831/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.015451 - iteration 832/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.013412 - iteration 833/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011793 - iteration 834/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010442 - iteration 835/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009336 - iteration 836/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008508 - iteration 837/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007766 - iteration 838/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007198 - iteration 839/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006688 - iteration 840/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006285 - iteration 841/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.882916 - iteration 842/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.026705 - iteration 843/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021454 - iteration 844/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.752661 - iteration 845/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.044348 - iteration 846/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.036603 - iteration 847/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.030195 - iteration 848/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.024937 - iteration 849/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.020744 - iteration 850/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017296 - iteration 851/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.014545 - iteration 852/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.792717 - iteration 853/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.036871 - iteration 854/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.030903 - iteration 855/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.025680 - iteration 856/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021338 - iteration 857/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017990 - iteration 858/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.769549 - iteration 859/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.039900 - iteration 860/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.033696 - iteration 861/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.028303 - iteration 862/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023830 - iteration 863/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.020038 - iteration 864/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.756866 - iteration 865/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.041657 - iteration 866/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.035407 - iteration 867/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.683933 - iteration 868/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.054282 - iteration 869/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.047445 - iteration 870/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.040886 - iteration 871/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.035106 - iteration 872/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.030058 - iteration 873/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.025741 - iteration 874/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021930 - iteration 875/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.018748 - iteration 876/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.016135 - iteration 877/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.014018 - iteration 878/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.012217 - iteration 879/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010761 - iteration 880/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009632 - iteration 881/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.839389 - iteration 882/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.030253 - iteration 883/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.025214 - iteration 884/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021162 - iteration 885/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017730 - iteration 886/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.015073 - iteration 887/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.012848 - iteration 888/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011193 - iteration 889/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009816 - iteration 890/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008714 - iteration 891/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007821 - iteration 892/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007134 - iteration 893/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006588 - iteration 894/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006124 - iteration 895/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.005725 - iteration 896/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.885034 - iteration 897/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.026008 - iteration 898/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.020761 - iteration 899/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.757247 - iteration 900/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.043482 - iteration 901/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.667915 - iteration 902/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.060780 - iteration 903/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.611990 - iteration 904/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.073453 - iteration 905/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.064590 - iteration 906/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.056289 - iteration 907/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.049116 - iteration 908/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.042366 - iteration 909/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.036565 - iteration 910/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.031361 - iteration 911/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.026844 - iteration 912/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.022962 - iteration 913/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.019609 - iteration 914/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.016796 - iteration 915/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.014566 - iteration 916/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.012665 - iteration 917/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.809160 - iteration 918/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.033370 - iteration 919/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.028261 - iteration 920/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023757 - iteration 921/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.020215 - iteration 922/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017242 - iteration 923/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.773533 - iteration 924/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.038030 - iteration 925/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.032426 - iteration 926/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.027675 - iteration 927/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023424 - iteration 928/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.019995 - iteration 929/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017079 - iteration 930/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.014585 - iteration 931/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.012659 - iteration 932/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011081 - iteration 933/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009852 - iteration 934/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008798 - iteration 935/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007964 - iteration 936/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.855276 - iteration 937/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.028026 - iteration 938/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023099 - iteration 939/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.019203 - iteration 940/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.016142 - iteration 941/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.013575 - iteration 942/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011641 - iteration 943/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010026 - iteration 944/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008874 - iteration 945/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007905 - iteration 946/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007139 - iteration 947/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.861802 - iteration 948/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.027473 - iteration 949/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.022377 - iteration 950/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.018451 - iteration 951/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.767672 - iteration 952/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.040079 - iteration 953/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.033339 - iteration 954/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.027698 - iteration 955/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023182 - iteration 956/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.019440 - iteration 957/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.016236 - iteration 958/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.013817 - iteration 959/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011846 - iteration 960/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010252 - iteration 961/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009078 - iteration 962/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008068 - iteration 963/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007270 - iteration 964/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006637 - iteration 965/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.868317 - iteration 966/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.026631 - iteration 967/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.021603 - iteration 968/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.017837 - iteration 969/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.014710 - iteration 970/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.012321 - iteration 971/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.010491 - iteration 972/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009038 - iteration 973/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007968 - iteration 974/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.848509 - iteration 975/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.029024 - iteration 976/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.023549 - iteration 977/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.019294 - iteration 978/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.015928 - iteration 979/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.013231 - iteration 980/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.011257 - iteration 981/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.009646 - iteration 982/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.008442 - iteration 983/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.007479 - iteration 984/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006703 - iteration 985/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.006112 - iteration 986/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.005638 - iteration 987/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.005237 - iteration 988/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.004923 - iteration 989/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.004669 - iteration 990/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.004435 - iteration 991/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.004229 - iteration 992/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.004047 - iteration 993/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.003883 - iteration 994/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.003737 - iteration 995/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.003596 - iteration 996/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.003473 - iteration 997/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.003353 - iteration 998/1000, epoch 0/1
05/01/2018 12:12:25 Training loss 0.003246 - iteration 999/1000, epoch 0/1
05/01/2018 12:12:25 Average Training loss 0.128980 - epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 0/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 1/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 2/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 3/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 4/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 5/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 6/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 7/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 8/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 9/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 10/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 11/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 12/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 13/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 14/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 15/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 16/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 17/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 18/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 19/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 20/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 21/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 22/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 23/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 24/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 25/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 26/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 27/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 28/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 29/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 30/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 31/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.921719 - iteration 32/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 33/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 34/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 35/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.003143 - iteration 36/1000, epoch 0/1
05/01/2018 12:12:25 Testing loss 0.921719 - iteration 37/1000, epoch 0/1
